"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary.Quote","Stock.Exchange"
"ACHC","Acadia Healthcare Company, Inc.","60.08","$4.31B","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/achc","NASDAQ"
"ACAD","ACADIA Pharmaceuticals Inc.","24.52","$2.47B","1985","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/acad","NASDAQ"
"ACST","Acasti Pharma, Inc.","1.6999","$18.12M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/acst","NASDAQ"
"AXDX","Accelerate Diagnostics, Inc.","14.9","$666.61M","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/axdx","NASDAQ"
"XLRN","Acceleron Pharma Inc.","36.31","$1.21B","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/xlrn","NASDAQ"
"ANCX","Access National Corporation","18.38","$193.8M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/ancx","NASDAQ"
"ARAY","Accuray Incorporated","6.04","$482.41M","2007","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/aray","NASDAQ"
"VXDN","AccuShares Spot CBOE VIX Down Shares","15.6504","$6.65M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vxdn","NASDAQ"
"VXUP","AccuShares Spot CBOE VIX Up Shares","12.06","$512,550 ","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vxup","NASDAQ"
"ACRX","AcelRx Pharmaceuticals, Inc.","3.08","$136.89M","2011","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/acrx","NASDAQ"
"ACET","Aceto Corporation","23.59","$695.95M","n/a","Health Care","Other Pharmaceuticals","http://www.nasdaq.com/symbol/acet","NASDAQ"
"AKAO","Achaogen, Inc.","4.37","$80.21M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/akao","NASDAQ"
"ACHN","Achillion Pharmaceuticals, Inc.","7.42","$1.01B","2006","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/achn","NASDAQ"
"ACIW","ACI Worldwide, Inc.","18.91","$2.24B","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/aciw","NASDAQ"
"ACRS","Aclaris Therapeutics, Inc.","22","$443.47M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/acrs","NASDAQ"
"ACNB","ACNB Corporation","21.47","$129.56M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/acnb","NASDAQ"
"ACOR","Acorda Therapeutics, Inc.","38","$1.64B","2006","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/acor","NASDAQ"
"ACTS","Actions Semiconductor Co., Ltd.","1.49","$87.12M","2005","Technology","Semiconductors","http://www.nasdaq.com/symbol/acts","NASDAQ"
"ACPW","Active Power, Inc.","1.15","$26.57M","2000","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/acpw","NASDAQ"
"ATVI","Activision Blizzard, Inc","35.92","$26.26B","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/atvi","NASDAQ"
"ACTA","Actua Corporation","9.73","$396.96M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/acta","NASDAQ"
"ACUR","Acura Pharmaceuticals, Inc.","1.9","$22.42M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/acur","NASDAQ"
"ACXM","Acxiom Corporation","18.58","$1.45B","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/acxm","NASDAQ"
"ADMS","Adamas Pharmaceuticals, Inc.","22.21","$409.15M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/adms","NASDAQ"
"ADMP","Adamis Pharmaceuticals Corporation","4.38","$58.83M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/admp","NASDAQ"
"ADAP","Adaptimmune Therapeutics plc","8.81","$623.62M","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/adap","NASDAQ"
"ADUS","Addus HomeCare Corporation","20.03","$222.5M","2009","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/adus","NASDAQ"
"AEY","ADDvantage Technologies Group, Inc.","1.73","$17.41M","n/a","Consumer Services","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/aey","NASDAQ"
"IOTS","Adesto Technologies Corporation","5.93","$88.8M","2015","Technology","Semiconductors","http://www.nasdaq.com/symbol/iots","NASDAQ"
"ADMA","ADMA Biologics Inc","6.09","$65.24M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/adma","NASDAQ"
"ADBE","Adobe Systems Incorporated","89.63","$44.67B","1986","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/adbe","NASDAQ"
"ADTN","ADTRAN, Inc.","18.84","$933.72M","1994","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/adtn","NASDAQ"
"ADRO","Aduro Biotech, Inc.","18.39","$1.16B","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/adro","NASDAQ"
"AAAP","Advanced Accelerator Applications S.A.","27.89","$1.1B","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aaap","NASDAQ"
"AEIS","Advanced Energy Industries, Inc.","26.52","$1.09B","1995","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aeis","NASDAQ"
"AMD","Advanced Micro Devices, Inc.","2.02","$1.6B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/amd","NASDAQ"
"ADXS","Advaxis, Inc.","7.29","$246.18M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/adxs","NASDAQ"
"ADXSW","Advaxis, Inc.","4.4","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/adxsw","NASDAQ"
"MAUI","AdvisorShares Market Adaptive Unconstrained Income ETF","23","$2.3M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/maui","NASDAQ"
"YPRO","AdvisorShares YieldPro ETF","23","$32.78M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ypro","NASDAQ"
"AEGR","Aegerion Pharmaceuticals, Inc.","7.51","$217.32M","2010","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aegr","NASDAQ"
"AEGN","Aegion Corp","17.53","$635.38M","n/a","Basic Industries","Water Supply","http://www.nasdaq.com/symbol/aegn","NASDAQ"
"AEHR","Aehr Test Systems","1.3799","$18.17M","1997","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/aehr","NASDAQ"
"AMTX","Aemetis, Inc","2.38","$46.6M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/amtx","NASDAQ"
"AEPI","AEP Industries Inc.","83.99","$428.63M","1986","Capital Goods","Specialty Chemicals","http://www.nasdaq.com/symbol/aepi","NASDAQ"
"AERI","Aerie Pharmaceuticals, Inc.","19.1","$503.57M","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/aeri","NASDAQ"
"AVAV","AeroVironment, Inc.","24.67","$575.67M","2007","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/avav","NASDAQ"
"AEZS","AEterna Zentaris Inc.","3.06","$30.38M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aezs","NASDAQ"
"AEMD","Aethlon Medical, Inc.","6.37","$48.51M","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/aemd","NASDAQ"
"AFMD","Affimed N.V.","3.7","$110.02M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/afmd","NASDAQ"
"AFFX","Affymetrix, Inc.","13.85","$1.11B","1996","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/affx","NASDAQ"
"AGEN","Agenus Inc.","3.42","$289.49M","2000","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/agen","NASDAQ"
"AGRX","Agile Therapeutics, Inc.","6.67","$148.69M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/agrx","NASDAQ"
"AGYS","Agilysys, Inc.","10.03","$230.1M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/agys","NASDAQ"
"AGIO","Agios Pharmaceuticals, Inc.","54.1","$2.04B","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/agio","NASDAQ"
"AGFS","AgroFresh Solutions, Inc.","5.75","$287.16M","2014","Finance","Business Services","http://www.nasdaq.com/symbol/agfs","NASDAQ"
"AGFSW","AgroFresh Solutions, Inc.","0.9191","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/agfsw","NASDAQ"
"AIMT","Aimmune Therapeutics, Inc.","15.42","$651.49M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aimt","NASDAQ"
"AIRM","Air Methods Corporation","38.66","$1.52B","n/a","Transportation","Transportation Services","http://www.nasdaq.com/symbol/airm","NASDAQ"
"AIRT","Air T, Inc.","21","$49.82M","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/airt","NASDAQ"
"ATSG","Air Transport Services Group, Inc","9.53","$613.34M","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/atsg","NASDAQ"
"AMCN","AirMedia Group Inc","5.52","$352.35M","2007","Technology","Advertising","http://www.nasdaq.com/symbol/amcn","NASDAQ"
"AIXG","Aixtron SE","4","$446.31M","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aixg","NASDAQ"
"AKAM","Akamai Technologies, Inc.","46.91","$8.35B","1999","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/akam","NASDAQ"
"AKTX","Akari Therapeutics Plc","16","$188.43M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aktx","NASDAQ"
"AKBA","Akebia Therapeutics, Inc.","7.77","$238.01M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/akba","NASDAQ"
"AKER","Akers Biosciences Inc","1.34","$6.89M","2014","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/aker","NASDAQ"
"AKRX","Akorn, Inc.","28.31","$3.24B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/akrx","NASDAQ"
"ALRM","Alarm.com Holdings, Inc.","16.72","$762M","2015","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/alrm","NASDAQ"
"ALSK","Alaska Communications Systems Group, Inc.","1.7","$85.71M","1999","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/alsk","NASDAQ"
"AMRI","Albany Molecular Research, Inc.","16.86","$598.56M","1999","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/amri","NASDAQ"
"ABDC","Alcentra Capital Corp.","10.93","$147.74M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/abdc","NASDAQ"
"ADHD","Alcobra Ltd.","5.11","$108.24M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/adhd","NASDAQ"
"ALDR","Alder BioPharmaceuticals, Inc.","29.37","$1.28B","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aldr","NASDAQ"
"ALDX","Aldeyra Therapeutics, Inc.","5.5","$53.42M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aldx","NASDAQ"
"ALXN","Alexion Pharmaceuticals, Inc.","159.15","$35.86B","1996","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alxn","NASDAQ"
"ALXA","Alexza Pharmaceuticals, Inc.","0.4087","$8M","2006","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alxa","NASDAQ"
"ALCO","Alico, Inc.","32.05","$265.84M","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/alco","NASDAQ"
"ALGN","Align Technology, Inc.","60.95","$4.84B","2001","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/algn","NASDAQ"
"ALIM","Alimera Sciences, Inc.","2.28","$101.56M","2010","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alim","NASDAQ"
"ALKS","Alkermes plc","36.16","$5.43B","1991","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alks","NASDAQ"
"ABTX","Allegiance Bancshares, Inc.","17.75","$227.43M","2015","Finance","Major Banks","http://www.nasdaq.com/symbol/abtx","NASDAQ"
"ALGT","Allegiant Travel Company","160.51","$2.7B","2006","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/algt","NASDAQ"
"AFOP","Alliance Fiber Optic Products, Inc.","13.84","$240.6M","2000","Technology","Semiconductors","http://www.nasdaq.com/symbol/afop","NASDAQ"
"AIQ","Alliance HealthCare Services, Inc.","7.12","$76.54M","2001","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/aiq","NASDAQ"
"AHGP","Alliance Holdings GP, L.P.","14.5","$868.01M","2006","Energy","Coal Mining","http://www.nasdaq.com/symbol/ahgp","NASDAQ"
"ARLP","Alliance Resource Partners, L.P.","12.38","$918.46M","1999","Energy","Coal Mining","http://www.nasdaq.com/symbol/arlp","NASDAQ"
"AHPI","Allied Healthcare Products, Inc.","0.99","$7.95M","1992","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/ahpi","NASDAQ"
"AMOT","Allied Motion Technologies, Inc.","19.34","$179.73M","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/amot","NASDAQ"
"ALQA","Alliqua BioMedical, Inc.","1.63","$45.1M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/alqa","NASDAQ"
"ALLT","Allot Communications Ltd.","5.01","$167.14M","2006","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/allt","NASDAQ"
"MDRX","Allscripts Healthcare Solutions, Inc.","14.6","$2.76B","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/mdrx","NASDAQ"
"AFAM","Almost Family Inc","38.45","$377.7M","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/afam","NASDAQ"
"ALNY","Alnylam Pharmaceuticals, Inc.","76.12","$6.45B","2004","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alny","NASDAQ"
"AOSL","Alpha and Omega Semiconductor Limited","9.2","$204.24M","2010","Technology","Semiconductors","http://www.nasdaq.com/symbol/aosl","NASDAQ"
"GOOG","Alphabet Inc.","725.25","$498.77B","2004","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/goog","NASDAQ"
"GOOGL","Alphabet Inc.","745.46","$512.67B","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/googl","NASDAQ"
"SMCP","AlphaMark Actively Managed Small Cap ETF","19.44","$20.41M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/smcp","NASDAQ"
"ATEC","Alphatec Holdings, Inc.","0.2916","$29.48M","2006","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/atec","NASDAQ"
"ASPS","Altisource Portfolio Solutions S.A.","28.13","$542.87M","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/asps","NASDAQ"
"AIMC","Altra Industrial Motion Corp.","21.95","$570.98M","2006","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aimc","NASDAQ"
"AMAG","AMAG Pharmaceuticals, Inc.","24.12","$837.06M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/amag","NASDAQ"
"AMRN","Amarin Corporation PLC","1.62","$297.25M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/amrn","NASDAQ"
"AMRK","A-Mark Precious Metals, Inc.","16.7","$116.46M","n/a","Basic Industries","Other Specialty Stores","http://www.nasdaq.com/symbol/amrk","NASDAQ"
"AYA","Amaya Inc.","10.62","$1.42B","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/aya","NASDAQ"
"AMZN","Amazon.com, Inc.","596.38","$279.56B","1997","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/amzn","NASDAQ"
"AMBC","Ambac Financial Group, Inc.","12.44","$560.06M","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/ambc","NASDAQ"
"AMBCW","Ambac Financial Group, Inc.","5.2999","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/ambcw","NASDAQ"
"AMBA","Ambarella, Inc.","38.21","$1.22B","2012","Technology","Semiconductors","http://www.nasdaq.com/symbol/amba","NASDAQ"
"AMCX","AMC Networks Inc.","74.78","$5.41B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/amcx","NASDAQ"
"DOX","Amdocs Limited","52.68","$7.92B","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/dox","NASDAQ"
"AMDA","Amedica Corporation","0.1056","$72,082.67 ","2014","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/amda","NASDAQ"
"AMED","Amedisys Inc","38.53","$1.3B","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/amed","NASDAQ"
"UHAL","Amerco","357.46","$7.01B","n/a","Consumer Services","Rental/Leasing Companies","http://www.nasdaq.com/symbol/uhal","NASDAQ"
"ATAX","America First Multifamily Investors, L.P.","4.72","$284.39M","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/atax","NASDAQ"
"AMOV","America Movil, S.A.B. de C.V.","12.915","$43.12B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/amov","NASDAQ"
"AAL","American Airlines Group, Inc.","40.16","$25.31B","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/aal","NASDAQ"
"AGNC","American Capital Agency Corp.","16.65","$5.77B","2008","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/agnc","NASDAQ"
"AGNCB","American Capital Agency Corp.","23.21","$8.04B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/agncb","NASDAQ"
"AGNCP","American Capital Agency Corp.","24.9755","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/agncp","NASDAQ"
"MTGE","American Capital Mortgage Investment Corp.","12.74","$637.13M","2011","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/mtge","NASDAQ"
"MTGEP","American Capital Mortgage Investment Corp.","22.9801","$45.96M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/mtgep","NASDAQ"
"ACSF","American Capital Senior Floating, Ltd.","8.34","$83.4M","2014","n/a","n/a","http://www.nasdaq.com/symbol/acsf","NASDAQ"
"ACAS","American Capital, Ltd.","13.95","$3.68B","1997","n/a","n/a","http://www.nasdaq.com/symbol/acas","NASDAQ"
"GNOW","American Caresource Holdings Inc","0.2101","$1.46M","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/gnow","NASDAQ"
"AETI","American Electric Technologies, Inc.","2.64","$21.79M","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aeti","NASDAQ"
"AMIC","American Independence Corp.","19.565","$158.24M","n/a","Finance","Accident &Health Insurance","http://www.nasdaq.com/symbol/amic","NASDAQ"
"AMNB","American National Bankshares, Inc.","24.6","$212.47M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/amnb","NASDAQ"
"ANAT","American National Insurance Company","96.45","$2.59B","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/anat","NASDAQ"
"APEI","American Public Education, Inc.","16.31","$265.3M","2007","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/apei","NASDAQ"
"ARII","American Railcar Industries, Inc.","43.42","$861.65M","2006","Capital Goods","Railroads","http://www.nasdaq.com/symbol/arii","NASDAQ"
"AMRB","American River Bankshares","10.37","$76.15M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/amrb","NASDAQ"
"ASEI","American Science and Engineering, Inc.","34.8","$249.43M","n/a","Health Care","Medical Electronics","http://www.nasdaq.com/symbol/asei","NASDAQ"
"AMSWA","American Software, Inc.","9.42","$270.36M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/amswa","NASDAQ"
"AMSC","American Superconductor Corporation","6.3","$88.21M","1991","Consumer Durables","Metal Fabrications","http://www.nasdaq.com/symbol/amsc","NASDAQ"
"AMWD","American Woodmark Corporation","67.86","$1.1B","1986","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/amwd","NASDAQ"
